	abbreviation	name	equation	rule	Genes	Proteins	subsystem	reversible	lowbnd	uppbnd	obj_coef	Confidence.Score	EC.Number	Notes	References
2856	r_3414	inositolphosphotransferase (PI (1-18:0, 2-16:1) MIPC-D (C24))	s_1141 + s_3364  <=> s_0886 + s_3004	YDR072C	YDR072C	NA	NA	1	0	1000	0	NA		NA	
2857	r_3415	inositolphosphotransferase (PI (1-18:1, 2-16:1) MIPC-D (C24))	s_1141 + s_3366  <=> s_0886 + s_3008	YDR072C	YDR072C	NA	NA	1	0	1000	0	NA		NA	
2858	r_3416	inositolphosphotransferase (PI (1-16:0, 2-18:1) MIPC-D (C24))	s_1141 + s_3368  <=> s_0886 + s_2998	YDR072C	YDR072C	NA	NA	1	0	1000	0	NA		NA	
2859	r_3417	inositolphosphotransferase (PI (1-16:1, 2-18:1) MIPC-D (C24))	s_1141 + s_3370  <=> s_0886 + s_3002	YDR072C	YDR072C	NA	NA	1	0	1000	0	NA		NA	
2860	r_3418	inositolphosphotransferase (PI (1-18:0, 2-18:1) MIPC-D (C24))	s_1141 + s_3372  <=> s_0886 + s_3006	YDR072C	YDR072C	NA	NA	1	0	1000	0	NA		NA	
2861	r_3419	inositolphosphotransferase (PI (1-18:1, 2-18:1) MIPC-D (C24))	s_1141 + s_3374  <=> s_0886 + s_3010	YDR072C	YDR072C	NA	NA	1	0	1000	0	NA		NA	
2862	r_3420	inositolphosphotransferase (PI (1-16:0, 2-16:1) MIPC-D (C26))	s_1144 + s_3358  <=> s_0889 + s_2996	YDR072C	YDR072C	NA	NA	1	0	1000	0	NA		NA	
2863	r_3421	inositolphosphotransferase (PI (1-16:1, 2-16:1) MIPC-D (C26))	s_1144 + s_3362  <=> s_0889 + s_3000	YDR072C	YDR072C	NA	NA	1	0	1000	0	NA		NA	
2864	r_3422	inositolphosphotransferase (PI (1-18:0, 2-16:1) MIPC-D (C26))	s_1144 + s_3364  <=> s_0889 + s_3004	YDR072C	YDR072C	NA	NA	1	0	1000	0	NA		NA	
2865	r_3423	inositolphosphotransferase (PI (1-18:1, 2-16:1) MIPC-D (C26))	s_1144 + s_3366  <=> s_0889 + s_3008	YDR072C	YDR072C	NA	NA	1	0	1000	0	NA		NA	
2866	r_3424	inositolphosphotransferase (PI (1-16:0, 2-18:1) MIPC-D (C26))	s_1144 + s_3368  <=> s_0889 + s_2998	YDR072C	YDR072C	NA	NA	1	0	1000	0	NA		NA	
2867	r_3425	inositolphosphotransferase (PI (1-16:1, 2-18:1) MIPC-D (C26))	s_1144 + s_3370  <=> s_0889 + s_3002	YDR072C	YDR072C	NA	NA	1	0	1000	0	NA		NA	
2868	r_3426	inositolphosphotransferase (PI (1-18:0, 2-18:1) MIPC-D (C26))	s_1144 + s_3372  <=> s_0889 + s_3006	YDR072C	YDR072C	NA	NA	1	0	1000	0	NA		NA	
2869	r_3427	inositolphosphotransferase (PI (1-18:1, 2-18:1) MIPC-D (C26))	s_1144 + s_3374  <=> s_0889 + s_3010	YDR072C	YDR072C	NA	NA	1	0	1000	0	NA		NA	
2870	r_3428	IPC synthase (PI (1-16:0, 2-16:1) ceramide-1 (C24))	s_0476 + s_3358  <=> s_0895 + s_2996	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2871	r_3429	IPC synthase (PI (1-16:1, 2-16:1) ceramide-1 (C24))	s_0476 + s_3362  <=> s_0895 + s_3000	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2872	r_3430	IPC synthase (PI (1-18:0, 2-16:1) ceramide-1 (C24))	s_0476 + s_3364  <=> s_0895 + s_3004	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2873	r_3431	IPC synthase (PI (1-18:1, 2-16:1) ceramide-1 (C24))	s_0476 + s_3366  <=> s_0895 + s_3008	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2874	r_3432	IPC synthase (PI (1-16:0, 2-18:1) ceramide-1 (C24))	s_0476 + s_3368  <=> s_0895 + s_2998	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2875	r_3433	IPC synthase (PI (1-16:1, 2-18:1) ceramide-1 (C24))	s_0476 + s_3370  <=> s_0895 + s_3002	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2876	r_3434	IPC synthase (PI (1-18:0, 2-18:1) ceramide-1 (C24))	s_0476 + s_3372  <=> s_0895 + s_3006	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2877	r_3435	IPC synthase (PI (1-18:1, 2-18:1) ceramide-1 (C24))	s_0476 + s_3374  <=> s_0895 + s_3010	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2878	r_3436	IPC synthase (PI (1-16:0, 2-16:1) ceramide-1 (C26))	s_0479 + s_3358  <=> s_0898 + s_2996	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2879	r_3437	IPC synthase (PI (1-16:1, 2-16:1) ceramide-1 (C26))	s_0479 + s_3362  <=> s_0898 + s_3000	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2880	r_3438	IPC synthase (PI (1-18:0, 2-16:1) ceramide-1 (C26))	s_0479 + s_3364  <=> s_0898 + s_3004	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2881	r_3439	IPC synthase (PI (1-18:1, 2-16:1) ceramide-1 (C26))	s_0479 + s_3366  <=> s_0898 + s_3008	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2882	r_3440	IPC synthase (PI (1-16:0, 2-18:1) ceramide-1 (C26))	s_0479 + s_3368  <=> s_0898 + s_2998	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2883	r_3441	IPC synthase (PI (1-16:1, 2-18:1) ceramide-1 (C26))	s_0479 + s_3370  <=> s_0898 + s_3002	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2884	r_3442	IPC synthase (PI (1-18:0, 2-18:1) ceramide-1 (C26))	s_0479 + s_3372  <=> s_0898 + s_3006	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2885	r_3443	IPC synthase (PI (1-18:1, 2-18:1) ceramide-1 (C26))	s_0479 + s_3374  <=> s_0898 + s_3010	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2886	r_3444	IPC synthase (PI (1-16:0, 2-16:1) ceramide-2' (C24))	s_0488 + s_3358  <=> s_0907 + s_2996	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2887	r_3445	IPC synthase (PI (1-16:1, 2-16:1) ceramide-2' (C24))	s_0488 + s_3362  <=> s_0907 + s_3000	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2888	r_3446	IPC synthase (PI (1-18:0, 2-16:1) ceramide-2' (C24))	s_0488 + s_3364  <=> s_0907 + s_3004	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2889	r_3447	IPC synthase (PI (1-18:1, 2-16:1) ceramide-2' (C24))	s_0488 + s_3366  <=> s_0907 + s_3008	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2890	r_3448	IPC synthase (PI (1-16:0, 2-18:1) ceramide-2' (C24))	s_0488 + s_3368  <=> s_0907 + s_2998	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2891	r_3449	IPC synthase (PI (1-16:1, 2-18:1) ceramide-2' (C24))	s_0488 + s_3370  <=> s_0907 + s_3002	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2892	r_3450	IPC synthase (PI (1-18:0, 2-18:1) ceramide-2' (C24))	s_0488 + s_3372  <=> s_0907 + s_3006	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2893	r_3451	IPC synthase (PI (1-18:1, 2-18:1) ceramide-2' (C24))	s_0488 + s_3374  <=> s_0907 + s_3010	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2894	r_3452	IPC synthase (PI (1-16:0, 2-16:1) ceramide-2' (C26))	s_0491 + s_3358  <=> s_0910 + s_2996	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2895	r_3453	IPC synthase (PI (1-16:1, 2-16:1) ceramide-2' (C26))	s_0491 + s_3362  <=> s_0910 + s_3000	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2896	r_3454	IPC synthase (PI (1-18:0, 2-16:1) ceramide-2' (C26))	s_0491 + s_3364  <=> s_0910 + s_3004	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2897	r_3455	IPC synthase (PI (1-18:1, 2-16:1) ceramide-2' (C26))	s_0491 + s_3366  <=> s_0910 + s_3008	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2898	r_3456	IPC synthase (PI (1-16:0, 2-18:1) ceramide-2' (C26))	s_0491 + s_3368  <=> s_0910 + s_2998	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2899	r_3457	IPC synthase (PI (1-16:1, 2-18:1) ceramide-2' (C26))	s_0491 + s_3370  <=> s_0910 + s_3002	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2900	r_3458	IPC synthase (PI (1-18:0, 2-18:1) ceramide-2' (C26))	s_0491 + s_3372  <=> s_0910 + s_3006	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2901	r_3459	IPC synthase (PI (1-18:1, 2-18:1) ceramide-2' (C26))	s_0491 + s_3374  <=> s_0910 + s_3010	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2902	r_3460	IPC synthase (PI (1-16:0, 2-16:1) ceramide-2 (C24))	s_0482 + s_3358  <=> s_0901 + s_2996	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2903	r_3461	IPC synthase (PI (1-16:1, 2-16:1) ceramide-2 (C24))	s_0482 + s_3362  <=> s_0901 + s_3000	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2904	r_3462	IPC synthase (PI (1-18:0, 2-16:1) ceramide-2 (C24))	s_0482 + s_3364  <=> s_0901 + s_3004	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2905	r_3463	IPC synthase (PI (1-18:1, 2-16:1) ceramide-2 (C24))	s_0482 + s_3366  <=> s_0901 + s_3008	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2906	r_3464	IPC synthase (PI (1-16:0, 2-18:1) ceramide-2 (C24))	s_0482 + s_3368  <=> s_0901 + s_2998	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2907	r_3465	IPC synthase (PI (1-16:1, 2-18:1) ceramide-2 (C24))	s_0482 + s_3370  <=> s_0901 + s_3002	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2908	r_3466	IPC synthase (PI (1-18:0, 2-18:1) ceramide-2 (C24))	s_0482 + s_3372  <=> s_0901 + s_3006	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2909	r_3467	IPC synthase (PI (1-18:1, 2-18:1) ceramide-2 (C24))	s_0482 + s_3374  <=> s_0901 + s_3010	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2910	r_3468	IPC synthase (PI (1-16:0, 2-16:1) ceramide-2 (C26))	s_0485 + s_3358  <=> s_0904 + s_2996	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2911	r_3469	IPC synthase (PI (1-16:1, 2-16:1) ceramide-2 (C26))	s_0485 + s_3362  <=> s_0904 + s_3000	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2912	r_3470	IPC synthase (PI (1-18:0, 2-16:1) ceramide-2 (C26))	s_0485 + s_3364  <=> s_0904 + s_3004	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2913	r_3471	IPC synthase (PI (1-18:1, 2-16:1) ceramide-2 (C26))	s_0485 + s_3366  <=> s_0904 + s_3008	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2914	r_3472	IPC synthase (PI (1-16:0, 2-18:1) ceramide-2 (C26))	s_0485 + s_3368  <=> s_0904 + s_2998	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2915	r_3473	IPC synthase (PI (1-16:1, 2-18:1) ceramide-2 (C26))	s_0485 + s_3370  <=> s_0904 + s_3002	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2916	r_3474	IPC synthase (PI (1-18:0, 2-18:1) ceramide-2 (C26))	s_0485 + s_3372  <=> s_0904 + s_3006	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2917	r_3475	IPC synthase (PI (1-18:1, 2-18:1) ceramide-2 (C26))	s_0485 + s_3374  <=> s_0904 + s_3010	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2918	r_3476	IPC synthase (PI (1-16:0, 2-16:1) ceramide-3 (C24))	s_0494 + s_3358  <=> s_0913 + s_2996	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2919	r_3477	IPC synthase (PI (1-16:1, 2-16:1) ceramide-3 (C24))	s_0494 + s_3362  <=> s_0913 + s_3000	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2920	r_3478	IPC synthase (PI (1-18:0, 2-16:1) ceramide-3 (C24))	s_0494 + s_3364  <=> s_0913 + s_3004	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2921	r_3479	IPC synthase (PI (1-18:1, 2-16:1) ceramide-3 (C24))	s_0494 + s_3366  <=> s_0913 + s_3008	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2922	r_3480	IPC synthase (PI (1-16:0, 2-18:1) ceramide-3 (C24))	s_0494 + s_3368  <=> s_0913 + s_2998	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2923	r_3481	IPC synthase (PI (1-16:1, 2-18:1) ceramide-3 (C24))	s_0494 + s_3370  <=> s_0913 + s_3002	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2924	r_3482	IPC synthase (PI (1-18:0, 2-18:1) ceramide-3 (C24))	s_0494 + s_3372  <=> s_0913 + s_3006	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2925	r_3483	IPC synthase (PI (1-18:1, 2-18:1) ceramide-3 (C24))	s_0494 + s_3374  <=> s_0913 + s_3010	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2926	r_3484	IPC synthase (PI (1-16:0, 2-16:1) ceramide-3 (C26))	s_0497 + s_3358  <=> s_0916 + s_2996	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2927	r_3485	IPC synthase (PI (1-16:1, 2-16:1) ceramide-3 (C26))	s_0497 + s_3362  <=> s_0916 + s_3000	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2928	r_3486	IPC synthase (PI (1-18:0, 2-16:1) ceramide-3 (C26))	s_0497 + s_3364  <=> s_0916 + s_3004	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2929	r_3487	IPC synthase (PI (1-18:1, 2-16:1) ceramide-3 (C26))	s_0497 + s_3366  <=> s_0916 + s_3008	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2930	r_3488	IPC synthase (PI (1-16:0, 2-18:1) ceramide-3 (C26))	s_0497 + s_3368  <=> s_0916 + s_2998	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2931	r_3489	IPC synthase (PI (1-16:1, 2-18:1) ceramide-3 (C26))	s_0497 + s_3370  <=> s_0916 + s_3002	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2932	r_3490	IPC synthase (PI (1-18:0, 2-18:1) ceramide-3 (C26))	s_0497 + s_3372  <=> s_0916 + s_3006	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2933	r_3491	IPC synthase (PI (1-18:1, 2-18:1) ceramide-3 (C26))	s_0497 + s_3374  <=> s_0916 + s_3010	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2934	r_3492	IPC synthase (PI (1-16:0, 2-16:1) ceramide-4 (C24))	s_0500 + s_3358  <=> s_0919 + s_2996	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2935	r_3493	IPC synthase (PI (1-16:1, 2-16:1) ceramide-4 (C24))	s_0500 + s_3362  <=> s_0919 + s_3000	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2936	r_3494	IPC synthase (PI (1-18:0, 2-16:1) ceramide-4 (C24))	s_0500 + s_3364  <=> s_0919 + s_3004	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2937	r_3495	IPC synthase (PI (1-18:1, 2-16:1) ceramide-4 (C24))	s_0500 + s_3366  <=> s_0919 + s_3008	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2938	r_3496	IPC synthase (PI (1-16:0, 2-18:1) ceramide-4 (C24))	s_0500 + s_3368  <=> s_0919 + s_2998	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2939	r_3497	IPC synthase (PI (1-16:1, 2-18:1) ceramide-4 (C24))	s_0500 + s_3370  <=> s_0919 + s_3002	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2940	r_3498	IPC synthase (PI (1-18:0, 2-18:1) ceramide-4 (C24))	s_0500 + s_3372  <=> s_0919 + s_3006	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2941	r_3499	IPC synthase (PI (1-18:1, 2-18:1) ceramide-4 (C24))	s_0500 + s_3374  <=> s_0919 + s_3010	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2942	r_3500	IPC synthase (PI (1-16:0, 2-16:1) ceramide-4 (C26))	s_0503 + s_3358  <=> s_0922 + s_2996	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2943	r_3501	IPC synthase (PI (1-16:1, 2-16:1) ceramide-4 (C26))	s_0503 + s_3362  <=> s_0922 + s_3000	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2944	r_3502	IPC synthase (PI (1-18:0, 2-16:1) ceramide-4 (C26))	s_0503 + s_3364  <=> s_0922 + s_3004	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2945	r_3503	IPC synthase (PI (1-18:1, 2-16:1) ceramide-4 (C26))	s_0503 + s_3366  <=> s_0922 + s_3008	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2946	r_3504	IPC synthase (PI (1-16:0, 2-18:1) ceramide-4 (C26))	s_0503 + s_3368  <=> s_0922 + s_2998	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2947	r_3505	IPC synthase (PI (1-16:1, 2-18:1) ceramide-4 (C26))	s_0503 + s_3370  <=> s_0922 + s_3002	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2948	r_3506	IPC synthase (PI (1-18:0, 2-18:1) ceramide-4 (C26))	s_0503 + s_3372  <=> s_0922 + s_3006	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2949	r_3507	IPC synthase (PI (1-18:1, 2-18:1) ceramide-4 (C26))	s_0503 + s_3374  <=> s_0922 + s_3010	(YDR367W AND YKL004W)	YDR367W YKL004W	NA	NA	1	0	1000	0	NA		NA	
2950	r_3508	laurate transport, cytoplasm-ER membrane	s_1065  <=> s_2832			NA	NA	1	-1000	1000	0	NA		NA	
2951	r_3509	myristate transport, cytoplasm-ER membrane	s_1161  <=> s_2835			NA	NA	1	-1000	1000	0	NA		NA	
2952	r_3510	palmitate transport, cytoplasm-ER membrane	s_1286  <=> s_2836			NA	NA	1	-1000	1000	0	NA		NA	
2953	r_3511	palmitoleate transport, cytoplasm-ER membrane	s_1293  <=> s_2837			NA	NA	1	-1000	1000	0	NA		NA	
2954	r_3512	stearate transport, cytoplasm-ER membrane	s_1449  <=> s_2838			NA	NA	1	-1000	1000	0	NA		NA	
2955	r_3513	oleate transport, cytoplasm-ER membrane	s_1260  <=> s_2839			NA	NA	1	-1000	1000	0	NA		NA	
2956	r_3514	malonyl-CoA transport, cytoplasm-ER membrane	s_1101  <=> s_2782			NA	NA	1	-1000	1000	0	NA		NA	
2957	r_3515	lauroyl-CoA transport, cytoplasm-ER membrane	s_1073  <=> s_2781			NA	NA	1	-1000	1000	0	NA		NA	
2958	r_3516	myristoyl-CoA transport, cytoplasm-ER membrane	s_1176  <=> s_2787			NA	NA	1	-1000	1000	0	NA		NA	
2959	r_3517	palmitoyl-CoA transport, cytoplasm-ER membrane	s_1302  <=> s_2789			NA	NA	1	-1000	1000	0	NA		NA	
2960	r_3518	palmitoleoyl-CoA transport, cytoplasm-ER membrane	s_2877  <=> s_2819			NA	NA	1	-1000	1000	0	NA		NA	
2961	r_3519	stearoyl-CoA transport, cytoplasm-ER membrane	s_1454  <=> s_2791			NA	NA	1	-1000	1000	0	NA		NA	
2962	r_3520	oleoyl-CoA transport, cytoplasm-ER membrane	s_1262  <=> s_2821			NA	NA	1	-1000	1000	0	NA		NA	
2963	r_3521	icosanoyl-CoA transport, cytoplasm-ER membrane	s_2878  <=> s_2793			NA	NA	1	-1000	1000	0	NA		NA	
2964	r_3522	docosanoyl-CoA transport, cytoplasm-ER membrane	s_2880  <=> s_2795			NA	NA	1	-1000	1000	0	NA		NA	
2965	r_3523	tetracosanoyl-CoA transport, cytoplasm-ER membrane	s_1479  <=> s_2797			NA	NA	1	-1000	1000	0	NA		NA	
2966	r_3524	hexacosanoyl-CoA transport, cytoplasm-ER membrane	s_0816  <=> s_2816			NA	NA	1	-1000	1000	0	NA		NA	
2967	r_3525	H+ transport, cytoplasm-ER membrane	s_0794  <=> s_2783			NA	NA	1	-1000	1000	0	NA		NA	
2968	r_3526	H2O transport, cytoplasm-ER membrane	s_0803  <=> s_2808			NA	NA	1	-1000	1000	0	NA		NA	
2969	r_3527	CO2 transport, cytoplasm-ER membrane	s_0456  <=> s_2784			NA	NA	1	-1000	1000	0	NA		NA	
2970	r_3528	coenzyme A transport, cytoplasm-ER membrane	s_0529  <=> s_2785			NA	NA	1	-1000	1000	0	NA		NA	
2971	r_3529	NADPH transport, cytoplasm-ER membrane	s_1212  <=> s_2799			NA	NA	1	-1000	1000	0	NA		NA	
2972	r_3530	NADP(+) transport, cytoplasm-ER membrane	s_1207  <=> s_2800			NA	NA	1	-1000	1000	0	NA		NA	
2973	r_3531	O2 transport, cytoplasm-ER membrane	s_1275  <=> s_2817			NA	NA	1	-1000	1000	0	NA		NA	
2974	r_3532	NADH transport, cytoplasm-ER membrane	s_1203  <=> s_2818			NA	NA	1	-1000	1000	0	NA		NA	
2975	r_3533	NAD transport, cytoplasm-ER membrane	s_1198  <=> s_2820			NA	NA	1	-1000	1000	0	NA		NA	
2976	r_3534	glycerol 3-phosphate transport, cytoplasm-ER membrane	s_0767  <=> s_2934			NA	NA	1	-1000	1000	0	NA		NA	
2977	r_3535	dihydroxyacetone phosphate transport, cytoplasm-ER membrane	s_0629  <=> s_2939			NA	NA	1	-1000	1000	0	NA		NA	
2978	r_3536	diphosphate transport, cytoplasm-ER membrane	s_0633  <=> s_2834			NA	NA	1	-1000	1000	0	NA		NA	
2979	r_3537	phosphate transport, cytoplasm-ER membrane	s_1322  <=> s_2966			NA	NA	1	-1000	1000	0	NA		NA	
2980	r_3538	CTP transport, cytoplasm-ER membrane	s_0539  <=> s_3083			NA	NA	1	-1000	1000	0	NA		NA	
2981	r_3539	CDP transport, cytoplasm-ER membrane	s_0467  <=> s_3215			NA	NA	1	-1000	1000	0	NA		NA	
2982	r_3540	CMP transport, cytoplasm-ER membrane	s_0526  <=> s_3108			NA	NA	1	-1000	1000	0	NA		NA	
2983	r_3541	CDP-ethanolamine transport, cytoplasm-ER membrane	s_0474  <=> s_3216			NA	NA	1	-1000	1000	0	NA		NA	
2984	r_3542	CDP-choline transport, cytoplasm-ER membrane	s_0469  <=> s_3217			NA	NA	1	-1000	1000	0	NA		NA	
2985	r_3543	ATP transport, cytoplasm-ER membrane	s_0434  <=> s_2831			NA	NA	1	-1000	1000	0	NA		NA	
2986	r_3544	AMP transport, cytoplasm-ER membrane	s_0423  <=> s_2833			NA	NA	1	-1000	1000	0	NA		NA	
2987	r_3545	L-serine transport, cytoplasm-ER membrane	s_1039  <=> s_3107			NA	NA	1	-1000	1000	0	NA		NA	
2988	r_3546	myo-inositol transport, cytoplasm-ER membrane	s_1153  <=> s_3117			NA	NA	1	-1000	1000	0	NA		NA	
2989	r_3547	S-adenosyl-L-methionine transport, cytoplasm-ER membrane	s_1416  <=> s_3182			NA	NA	1	-1000	1000	0	NA		NA	
2990	r_3548	S-adenosyl-L-homocysteine transport, cytoplasm-ER membrane	s_1413  <=> s_3183			NA	NA	1	-1000	1000	0	NA		NA	
2991	r_3549	episterol transport, cytoplasm-ER membrane	s_0657  <=> s_3432			NA	NA	1	-1000	1000	0	NA		NA	
2992	r_3550	fecosterol transport, cytoplasm-ER membrane	s_0700  <=> s_3435			NA	NA	1	-1000	1000	0	NA		NA	
2993	r_3551	lanosterol transport, cytoplasm-ER membrane	s_1059  <=> s_3438			NA	NA	1	-1000	1000	0	NA		NA	
2994	r_3552	ergosterol transport, cytoplasm-ER membrane	s_0666  <=> s_3441			NA	NA	1	-1000	1000	0	NA		NA	
2995	r_3553	zymosterol transport, cytoplasm-ER membrane	s_1569  <=> s_3444			NA	NA	1	-1000	1000	0	NA		NA	
2996	r_3554	diglyceride (1-16:0, 2-16:1) transport, cytoplasm-ER membrane	s_3497  <=> s_2967			NA	NA	1	-1000	1000	0	NA		NA	
